dateat,score_confirmer,score_confirmed,user_confirmer,user_confirmed
2021-11-28 17:35:52,2,0,chuvash,Silaneo
2021-11-29 18:51:20,2,1,Albus,Silaneo
2021-12-01 12:56:08,2,0,Rafka,Silaneo
2021-12-03 14:53:56,2,1,StJimmy,Psykologi
2021-12-05 11:59:23,2,0,chuvash,Kilobyte
2021-12-04 16:12:38,2,0,Psykologi,Silaneo
2021-12-04 20:54:37,2,0,chuvash,Dieego98
2021-12-07 13:24:39,2,0,Rafka,PavelB
2021-12-07 19:54:46,2,0,chuvash,Amanwaf
2021-12-07 19:04:22,2,1,Dieego98,Albus
2021-12-08 19:23:29,2,0,Rafka,Amanwaf
2021-12-10 16:27:32,2,1,Silaneo,Albus
2021-12-17 19:47:45,2,1,Silaneo,Albus
2021-12-17 20:04:28,2,0,EPI,Amanwaf
2021-12-17 17:00:06,2,1,chuvash,Chicken23
2021-12-17 15:11:59,2,0,Silaneo,StJimmy
2021-12-17 16:59:49,2,1,chuvash,Albus
2021-12-18 17:03:11,2,0,KinslayeR,Silaneo
2021-12-20 13:11:01,2,1,Rafka,KinslayeR
2021-12-20 12:11:28,2,1,PavelB,KinslayeR
2021-12-21 18:36:29,2,1,EPI,Ledan
2021-12-21 23:09:59,2,1,StJimmy,Amanwaf
2021-12-21 23:11:10,2,0,StJimmy,Amanwaf
2021-12-22 14:25:07,2,0,KinslayeR,Rafka
2021-12-22 22:54:09,2,0,Senator,KinslayeR
2021-12-24 22:49:02,2,0,Dieego98,Amanwaf
2021-12-24 21:45:50,2,0,EPI,Amanwaf
2021-12-24 21:36:17,2,0,Senator,KinslayeR
2021-12-23 15:53:51,2,0,Senator,KinslayeR
2021-12-23 22:16:25,2,0,Lupastic,EPI
2021-12-23 19:04:26,2,0,Rafka,KinslayeR
2021-12-24 20:35:02,2,0,StJimmy,EPI
2021-12-24 21:35:07,2,1,Senator,KinslayeR
2021-12-24 20:33:21,2,0,StJimmy,EPI
2021-12-25 12:49:18,2,1,EPI,KinslayeR
2021-12-25 16:56:31,2,0,Master,KinslayeR
2021-12-26 11:25:56,2,0,Master,KinslayeR
2021-12-27 16:44:04,2,0,PavelB,Ledan
2021-12-27 19:15:29,2,1,KinslayeR,PavelB
2021-12-27 22:51:06,2,0,Dieego98,EPI
2021-12-28 14:32:08,2,0,PavelB,KinslayeR
2021-12-31 17:38:38,2,1,PavelB,KinslayeR
2021-12-31 18:24:38,2,0,Silaneo,KinslayeR
2022-01-01 18:26:58,2,0,Master,Albus
2022-01-02 13:22:21,2,0,PavelB,Leoric
2022-01-06 20:18:38,2,1,KinslayeR,Silaneo
2022-01-06 17:28:52,2,0,PavelB,Still
2022-01-06 17:21:26,2,1,chuvash,Dieego98
2022-01-06 18:51:11,2,1,Silaneo,Crespo
2022-01-07 14:56:28,2,0,chuvash,Crespo
2022-01-07 22:04:45,2,0,Master,Senator
2022-01-08 20:20:41,2,1,KinslayeR,Perdunok
2022-01-08 22:29:36,2,1,Master,KinslayeR
2022-01-09 16:37:23,2,0,Psykologi,Silaneo
2022-01-09 19:57:30,2,1,Dieego98,Perdunok
2022-01-10 13:37:31,2,1,Ledan,pava
2022-01-10 14:07:24,2,0,Rafka,Ledan
2022-01-11 02:12:27,2,1,Dieego98,Free
2022-01-10 22:11:37,2,1,Dieego98,Gufron
2022-01-11 12:31:23,2,0,KinslayeR,Silaneo
2022-01-11 15:28:56,2,0,chuvash,KinslayeR
2022-01-11 18:51:35,2,0,KinslayeR,Dieego98
2022-01-11 22:05:08,2,0,Senator,StJimmy
2022-01-12 17:54:13,2,1,chuvash,Senator
2022-01-13 18:54:33,2,0,chuvash,Psykologi
2022-01-13 19:23:16,2,1,Perdunok,Silaneo
2022-01-14 17:47:31,2,0,chuvash,Silaneo
2022-01-14 22:12:50,2,0,Senator,KinslayeR
2022-01-14 21:19:40,2,1,Senator,Dieego98
2022-01-15 19:55:54,2,0,Senator,PavelB
2022-01-16 00:50:24,2,0,Free,StJimmy
2022-01-16 20:42:26,2,0,chuvash,KinslayeR
2022-01-16 23:13:36,2,0,PavelB,russianvodka
2022-01-17 13:52:17,2,1,PavelB,Silaneo
2022-01-18 01:19:13,2,0,Free,dibz
2022-01-17 16:40:37,2,1,PavelB,KinslayeR
2022-01-17 23:43:54,2,0,PavelB,KinslayeR
2022-01-19 16:09:34,2,0,Lupastic,Silaneo
2022-01-20 20:25:53,2,0,Silaneo,Crespo
2021-10-19 02:52:15,2,0,oldsock,Albus
2021-10-19 02:54:02,2,1,Albus,oldsock
2021-10-19 02:59:10,2,0,Albus,oldsock
2021-10-21 17:45:09,2,0,chuvash,djongador
2021-10-21 17:45:29,2,0,chuvash,oldsock
2021-10-21 18:46:29,2,0,chuvash,Cinzel
2021-10-24 14:20:27,2,1,Rafka,Albus
2021-10-24 17:51:19,2,0,Psykologi,oldsock
2021-10-24 18:20:08,2,0,chuvash,Albus
2021-10-24 20:24:05,2,0,Albus,Irtis
2021-10-25 00:04:39,2,0,Albus,oldsock
2021-10-25 14:59:03,2,0,Psykologi,Albus
2021-10-25 19:27:32,2,1,Psykologi,oldsock
2021-10-25 20:58:11,2,0,Albus,Koras
2021-10-25 21:40:03,2,1,Dieego98,oldsock
2021-10-26 18:03:06,2,1,Albus,oldsock
2021-10-26 18:03:22,2,1,Psykologi,Silaneo
2021-10-27 19:07:10,2,1,djongador,Free
2021-10-27 19:08:38,2,1,Master,oldsock
2021-10-27 20:29:52,2,0,Free,oldsock
2021-10-27 21:38:10,2,3,Albus,Master
2021-10-28 18:15:24,2,0,Albus,Free
2021-10-29 12:44:19,2,1,Free,Albus
2021-10-30 17:16:25,2,0,chuvash,oldsock
2021-10-30 17:48:35,2,0,Free,oldsock
2021-11-01 01:19:39,2,0,Free,oldsock
2021-11-01 13:02:30,2,0,Rafka,StJimmy
2021-11-02 18:38:00,2,0,Psykologi,djongador
2021-11-03 12:49:12,2,0,Rafka,Albus
2021-11-03 14:41:27,2,0,Rafka,oldsock
2021-11-03 19:12:44,2,0,Dieego98,djongador
2021-11-03 20:44:04,2,1,Psykologi,Dieego98
2021-11-04 10:52:42,2,0,Master,Albus
2021-11-04 12:11:23,2,1,Rafka,Master
2021-11-04 17:37:23,2,0,djongador,oldsock
2021-11-05 11:49:45,2,0,chuvash,Cinzel
2021-11-05 14:04:12,2,1,Rafka,Silaneo
2021-11-05 17:07:33,2,1,Silaneo,Albus
2021-11-07 14:18:05,2,1,Master,Albus
2021-11-08 01:31:53,2,1,Albus,djongador
2021-11-08 20:07:48,2,0,chuvash,Silaneo
2021-11-09 18:16:49,2,1,Lupastic,oldsock
2021-11-09 18:50:50,2,0,chuvash,Albus
2021-11-09 19:33:16,2,0,Albus,djongador
2021-11-10 18:40:13,2,0,tadeusz,Silaneo
2021-11-10 19:03:49,2,1,chuvash,Lupastic
2021-11-11 20:59:11,2,0,Free,Albus
2021-11-11 21:31:54,2,0,Silaneo,Chicken23
2021-11-12 01:12:02,2,1,Dieego98,Free
2021-11-12 19:07:22,2,1,chuvash,Albus
2021-11-12 19:07:38,2,1,chuvash,djongador
2021-11-12 22:03:51,2,1,Master,Albus
2021-11-13 18:51:38,2,0,Silaneo,oldsock
2021-11-13 19:16:40,2,0,chuvash,djongador
2021-11-14 12:23:19,2,0,Master,Albus
2021-11-16 22:35:27,2,0,Chicken23,Whale
2021-11-16 23:49:27,2,1,Chicken23,oldsock
2021-11-17 19:58:55,2,0,Silaneo,tadeusz
2021-11-17 23:44:24,2,0,Albus,djongador
2021-11-20 00:56:16,2,0,Free,djongador
2021-11-20 18:53:01,2,0,Lupastic,Dieego98
2021-11-21 09:19:09,2,1,Albus,Master
2021-11-21 10:45:47,2,0,chuvash,Albus
2021-11-21 17:11:50,2,0,Albus,Silaneo
2021-11-21 18:35:15,2,1,chuvash,Albus
2021-11-22 14:15:34,2,0,Albus,Silaneo
2021-11-22 15:39:00,2,1,Silaneo,StJimmy
2021-11-22 18:11:11,2,0,Free,Silaneo
2021-11-23 19:56:12,2,1,Free,Psykologi
2021-11-23 20:39:55,2,1,Silaneo,Dieego98
2021-11-23 21:27:45,2,1,Master,Albus
2021-11-24 13:29:47,2,0,Rafka,Albus
2021-11-24 17:24:52,2,0,Silaneo,Lupastic
2021-11-24 17:26:22,2,0,Silaneo,Psykologi
2021-11-24 18:55:47,2,0,Silaneo,Saint
2021-11-30 15:48:29,2,0,pava,Irtis
2021-11-30 16:38:36,2,1,pava,VdM2103
2021-12-02 21:27:23,2,0,Albus,Master
2021-12-03 09:12:14,2,0,Albus,Psykologi
2021-12-03 09:14:30,2,1,Psykologi,oldsock
2021-12-03 15:24:23,2,0,chuvash,Albus
2021-12-05 18:24:11,2,1,Psykologi,Silaneo
2021-12-05 22:51:18,2,0,tita,Psykologi
2021-12-06 15:26:08,2,0,chuvash,Albus
2021-12-06 17:40:04,2,0,Silaneo,Ledan
2021-12-06 19:12:38,2,1,Silaneo,StJimmy
2021-12-08 17:07:51,2,0,Silaneo,Amanwaf
2021-12-08 19:41:17,2,0,chuvash,Silaneo
2021-12-11 16:49:48,2,0,Chicken23,Silaneo
2021-12-18 17:28:43,2,0,Silaneo,KinslayeR
2021-12-18 21:49:17,2,0,PavelB,KinslayeR
2021-12-19 08:06:46,2,0,chuvash,oldsock
2021-12-19 10:41:43,2,0,chuvash,KinslayeR
2021-12-19 19:47:12,2,0,PavelB,oldsock
2021-12-20 17:04:06,2,0,PavelB,KinslayeR
2021-12-20 17:31:23,2,0,PavelB,KinslayeR
2021-12-22 11:06:18,2,0,KinslayeR,Amanwaf
2021-12-22 18:41:32,2,1,KinslayeR,Kilobyte
2021-12-22 18:42:02,2,0,KinslayeR,Silaneo
2021-12-22 20:08:30,2,0,Dieego98,Amanwaf
2021-12-22 21:31:34,2,0,EPI,ILYXA
2021-12-25 00:00:16,2,0,Dieego98,EPI
2021-12-25 09:18:14,2,0,Master,pava
2021-12-26 12:02:12,2,1,Master,KinslayeR
2021-12-26 16:56:38,2,0,KinslayeR,Kilobyte
2021-12-26 18:25:58,2,0,PavelB,KinslayeR
2021-12-26 19:34:18,2,1,Dieego98,Corujao
2021-12-26 20:06:33,2,0,chuvash,KinslayeR
2021-12-26 20:09:30,2,0,chuvash,KinslayeR
2021-12-26 20:12:07,2,0,chuvash,KinslayeR
2021-12-26 20:12:31,2,0,chuvash,Rafka
2021-12-26 20:16:18,2,3,chuvash,Master
2021-12-26 20:50:56,2,1,KinslayeR,PavelB
2021-12-26 20:51:08,2,1,Senator,KinslayeR
2021-12-26 21:50:52,2,1,PavelB,Lupastic
2021-12-26 21:51:24,2,0,PavelB,Albus
2021-12-26 22:27:42,2,0,Master,Albus
2021-12-26 22:28:08,2,1,Master,KinslayeR
2021-12-26 22:52:43,2,0,PavelB,StJimmy
2021-12-26 23:32:12,2,0,PavelB,Dieego98
2021-12-27 12:50:59,2,1,KinslayeR,EPI
2021-12-27 12:51:34,2,1,KinslayeR,Albus
2021-12-27 17:11:43,2,0,EPI,Szwagier
2021-12-27 21:50:18,2,1,EPI,PavelB
2021-12-27 22:12:56,2,1,Master,KinslayeR
2021-12-28 00:11:21,2,0,KinslayeR,EPI
2022-01-04 16:44:49,2,0,PavelB,DarK'X'LorD
2021-12-28 09:00:00,2,0,Albus,Ledan
2021-12-28 10:32:48,2,0,Albus,KinslayeR
2021-12-28 12:25:45,2,1,KinslayeR,Albus
2021-12-28 18:36:55,2,0,KinslayeR,Albus
2021-12-28 18:38:08,2,0,KinslayeR,Albus
2021-12-29 15:12:14,2,1,KinslayeR,Ledan
2021-12-29 18:49:52,2,0,Silaneo,KinslayeR
2021-12-29 22:00:29,2,1,KinslayeR,Senator
2021-12-29 22:01:55,2,1,KinslayeR,Senator
2021-12-29 23:10:16,2,1,KinslayeR,Master
2021-12-30 14:46:51,2,1,Rafka,Dieego98
2021-12-30 17:35:08,2,0,PavelB,pava
2021-12-31 12:23:11,2,1,PavelB,KinslayeR
2021-12-31 13:24:19,2,0,PavelB,Zhirnich
2022-01-01 13:27:42,2,0,PavelB,Ferenando
2022-01-01 15:58:34,2,0,chuvash,KinslayeR
2022-01-01 16:03:04,2,0,KinslayeR,Silaneo
2022-01-01 19:28:50,2,0,KinslayeR,Lupastic
2022-01-02 00:06:42,2,0,PavelB,Chicken23
2022-01-02 09:22:45,2,0,Master,Amanwaf
2022-01-02 11:35:29,2,0,PavelB,Zhirnich
2022-01-02 12:25:33,2,0,Albus,KinslayeR
2022-01-02 14:21:42,2,0,chuvash,KinslayeR
2022-01-03 00:58:43,2,1,KinslayeR,Dieego98
2022-01-03 11:13:27,2,0,chuvash,Albus
2022-01-03 12:48:27,2,0,pavlepavle,PavelB
2022-01-03 14:23:14,2,0,chuvash,KinslayeR
2022-01-03 14:23:44,2,1,chuvash,Rafka
2022-01-03 19:34:13,2,0,Lupastic,Crespo
2022-01-07 20:35:55,2,1,Senator,StJimmy
2022-01-04 14:02:43,2,1,Rafka,KinslayeR
2022-01-04 15:12:54,2,1,PavelB,KinslayeR
2022-01-04 20:24:05,2,1,Crespo,EPI
2022-01-04 20:29:08,2,1,PavelB,KinslayeR
2022-01-05 16:33:27,2,0,chuvash,KinslayeR
2022-01-05 17:12:51,2,0,chuvash,Albus
2022-01-05 17:48:37,2,0,Albus,KinslayeR
2022-01-05 18:28:17,2,1,Leoric,Albus
2022-01-05 20:06:36,2,0,Free,Leoric
2022-01-05 20:54:11,2,0,PavelB,Free
2022-01-06 08:57:45,2,1,Albus,Ledan
2022-01-06 10:29:42,2,0,Silaneo,Albus
2022-01-06 11:52:42,2,0,Rafka,Leoric
2022-01-06 20:22:30,2,0,Master,KinslayeR
2022-01-06 22:05:14,2,0,PavelB,Ledan
2022-01-07 00:18:08,2,0,Lupastic,LacLac
2022-01-08 18:27:04,2,1,KinslayeR,Perdunok
2022-01-08 22:31:05,2,0,Master,KinslayeR
2022-01-08 23:33:16,2,0,Perdunok,ILYXA
2022-01-09 02:32:28,2,0,Dieego98,ILYXA
2022-01-09 11:45:08,2,0,Silaneo,Perdunok
2022-01-09 12:16:46,2,1,KinslayeR,Silaneo
2022-01-09 17:13:55,2,1,Perdunok,Lupastic
2022-01-09 21:02:49,2,1,Dieego98,Gufron
2022-01-10 16:42:32,2,0,chuvash,Silaneo
2022-01-10 18:05:28,2,1,Perdunok,Ledan
2022-01-10 18:08:06,2,0,Perdunok,Still
2022-01-10 18:18:40,2,0,chuvash,Albus
2022-01-10 19:33:56,2,1,Silaneo,pava
2022-01-10 20:00:14,2,1,chuvash,Dieego98
2022-01-11 13:25:05,2,0,Rafka,Lupastic
2022-01-11 16:11:21,2,1,Albus,KinslayeR
2022-01-11 22:39:21,2,0,Free,dsa
2022-01-12 12:56:42,2,0,Rafka,Crespo
2022-01-12 16:56:37,2,0,Silaneo,KinslayeR
2022-01-13 20:40:08,2,0,Psykologi,Senator
2022-01-15 13:14:16,2,1,Perdunok,Gufron
2022-01-15 16:19:49,2,0,Senator,Silaneo
2022-01-16 11:00:24,2,0,chuvash,Silaneo
2022-01-16 11:00:52,2,0,chuvash,StJimmy
2022-01-16 14:39:54,2,1,Psykologi,Rafka
2022-01-17 11:13:06,2,0,KinslayeR,Silaneo
2022-01-18 03:55:35,2,3,StJimmy,dibz
2022-01-18 14:56:14,2,0,PavelB,StJimmy
2022-01-18 17:24:34,2,1,SIBASA,Lupastic
2022-01-18 18:42:44,2,1,Free,dibz
2022-01-18 18:46:57,2,1,chuvash,Albus
2022-01-19 08:02:08,2,3,Silaneo,KinslayeR
2022-01-19 16:53:13,2,0,PavelB,DrNick
2022-01-19 17:10:46,2,0,Silaneo,KinslayeR
2022-01-19 21:27:25,2,0,PavelB,Cinek
2022-01-20 02:16:42,2,0,Free,KinslayeR
2022-01-20 10:18:24,2,1,Rafka,SIBASA
2022-01-20 12:28:32,2,0,KinslayeR,Silaneo
2022-01-20 18:00:16,2,1,chuvash,Silaneo
2022-01-20 20:58:58,2,0,KinslayeR,Psykologi
2022-01-20 21:02:00,2,1,Psykologi,KinslayeR
2022-01-20 21:03:03,2,0,Psykologi,KinslayeR
2022-01-20 21:04:06,2,0,Psykologi,KinslayeR
2022-01-21 13:44:14,2,1,Silaneo,Rafka
2022-01-21 16:52:02,2,0,Silaneo,Leoric
2022-01-21 20:02:00,2,0,KinslayeR,Crespo
2021-12-03 18:59:12,3,0,chuvash,oldsock
2021-11-24 21:07:49,3,0,chuvash,Dieego98
2021-11-05 09:15:24,3,1,chuvash,Albus
2021-10-23 11:20:02,3,1,Master,Albus
2021-10-22 02:35:33,3,0,Kayz,Kilobyte
2021-10-22 19:25:30,3,0,Kayz,Albus
2021-10-23 11:09:14,3,1,Master,Albus
2021-10-23 12:32:03,3,0,Master,Albus
2021-10-23 15:06:09,3,2,Albus,Master
2021-10-25 14:32:49,3,1,Albus,Silaneo
2021-10-26 20:18:44,3,2,Dieego98,Rafka
2021-10-27 15:40:35,3,2,Kayz,Albus
2021-10-30 21:16:07,3,0,Master,Dieego98
2021-11-05 19:30:48,3,0,chuvash,Albus
2021-11-05 23:58:28,3,0,Albus,StJimmy
2021-11-10 22:09:00,3,1,Dieego98,Silaneo
2021-11-11 20:57:36,3,1,Dieego98,oldsock
2021-11-11 18:42:38,3,0,chuvash,Silaneo
2021-11-14 19:54:17,3,2,Albus,Master
2021-11-14 19:19:40,3,0,chuvash,Silaneo
2021-11-18 19:06:18,3,0,chuvash,Silaneo
2021-11-19 14:54:44,3,0,chuvash,Albus
2021-11-22 22:21:22,3,0,Dieego98,Master
2021-11-26 19:01:30,3,2,Silaneo,Albus
2021-11-29 16:55:02,3,1,chuvash,Silaneo
2021-11-30 23:07:51,3,1,Kayz,pava
2021-12-01 18:20:36,3,0,chuvash,Silaneo
2021-12-02 19:47:55,3,0,chuvash,Silaneo
2021-12-05 16:25:24,3,0,chuvash,Silaneo
2021-12-04 18:40:08,3,0,chuvash,Silaneo
2021-12-05 08:50:59,3,0,chuvash,Master
2021-12-06 13:53:45,3,0,Albus,StJimmy
2021-12-10 08:25:21,3,0,PavelB,Master
2021-12-09 22:22:39,3,1,Dieego98,StJimmy
2021-12-10 00:18:19,3,2,Chicken23,PavelB
2021-12-13 06:42:46,3,0,PavelB,Danelius
2021-12-13 19:29:18,3,2,chuvash,Silaneo
2021-12-17 17:00:28,3,0,chuvash,Silaneo
2021-12-14 19:47:59,3,1,chuvash,Albus
2021-12-28 23:28:03,3,1,KinslayeR,Chicken23
2021-12-28 23:27:02,3,0,KinslayeR,Chicken23
2021-12-31 01:31:22,3,2,Chicken23,KinslayeR
2021-12-31 15:30:08,3,0,PavelB,pava
2022-01-06 21:33:59,3,0,Master,KinslayeR
2022-01-09 15:59:11,3,2,Master,KinslayeR
2022-01-11 17:05:58,3,0,chuvash,Silaneo
2022-01-12 19:48:49,3,0,chuvash,KinslayeR
2022-01-17 17:39:13,3,0,chuvash,Silaneo
2022-01-17 20:06:37,3,2,chuvash,KinslayeR
2022-01-18 22:05:06,3,0,Free,dibz
2021-10-19 18:28:45,3,0,chuvash,Silaneo
2021-10-24 19:54:25,3,0,chuvash,oldsock
2021-10-25 17:41:57,3,0,chuvash,Silaneo
2021-10-28 20:08:45,3,0,Kayz,Master
2021-10-30 09:17:18,3,1,Albus,Dieego98
2021-10-30 17:16:51,3,1,chuvash,Albus
2021-11-03 16:28:36,3,0,chuvash,Albus
2021-11-04 02:48:55,3,2,Dieego98,Albus
2021-11-04 09:10:09,3,0,chuvash,Albus
2021-11-04 15:12:05,3,0,chuvash,Albus
2021-11-04 17:30:11,3,0,chuvash,Psykologi
2021-11-04 19:06:22,3,0,Psykologi,Dieego98
2021-11-04 19:24:09,3,1,Albus,oldsock
2021-11-05 14:16:40,3,0,chuvash,Albus
2021-11-07 08:47:49,3,1,Master,Albus
2021-11-08 23:27:16,3,2,Dieego98,Master
2021-11-09 17:39:53,3,0,chuvash,Silaneo
2021-11-11 16:48:36,3,2,Silaneo,tadeusz
2021-11-12 19:38:32,3,0,Kayz,Chicken23
2021-11-13 21:05:07,3,0,chuvash,Master
2021-11-13 23:40:40,3,1,Dieego98,Master
2021-11-14 10:26:43,3,0,chuvash,Master
2021-11-14 12:51:23,3,1,chuvash,Albus
2021-11-17 18:01:07,3,0,chuvash,djongador
2021-11-20 20:06:32,3,0,chuvash,Silaneo
2021-11-20 20:52:47,3,1,Albus,djongador
2021-11-21 08:26:54,3,1,Master,Chicken23
2021-11-21 14:49:46,3,0,chuvash,Silaneo
2021-11-22 19:12:53,3,0,chuvash,Albus
2021-11-22 20:38:03,3,0,Dieego98,Silaneo
2021-11-23 00:13:20,3,0,Albus,Dieego98
2021-11-23 19:12:10,3,0,chuvash,StJimmy
2021-11-25 18:15:30,3,1,chuvash,Silaneo
2021-11-25 21:01:48,3,1,chuvash,Albus
2021-11-25 21:08:42,3,0,Master,Dieego98
2021-11-30 14:40:57,3,0,pava,Albus
2021-11-30 19:50:16,3,2,Silaneo,pava
2021-12-03 22:41:08,3,0,Master,Dieego98
2021-12-07 19:58:20,3,1,StJimmy,Dieego98
2021-12-07 20:05:19,3,0,tita,Silaneo
2021-12-07 20:10:18,3,1,chuvash,Silaneo
2021-12-07 22:22:01,3,1,Senator,Dieego98
2021-12-08 23:18:21,3,0,tita,Silaneo
2021-12-18 18:57:16,3,1,chuvash,Silaneo
2021-12-25 20:43:01,3,2,Dieego98,StJimmy
2021-12-26 02:30:55,3,2,Dieego98,StJimmy
2021-12-31 19:31:02,3,0,KinslayeR,Master
2022-01-01 17:55:43,3,1,Master,KinslayeR
2022-01-02 11:06:31,3,0,Albus,Master
2022-01-03 17:19:03,3,2,Albus,KinslayeR
2022-01-03 22:02:02,3,2,KinslayeR,Dieego98
2022-01-07 16:27:19,3,0,chuvash,Leoric
2022-01-10 18:42:21,3,2,Dieego98,Lupastic
2022-01-14 23:42:33,3,1,KinslayeR,Dieego98
2022-01-16 14:38:24,3,1,chuvash,Silaneo
2022-01-16 19:37:47,3,0,chuvash,Silaneo
2022-01-17 15:01:45,3,0,PavelB,SIBASA
2022-01-18 13:40:12,3,1,PavelB,SIBASA
2022-01-18 20:07:39,3,0,chuvash,KinslayeR
2022-01-19 11:16:35,3,2,SIBASA,StJimmy
2022-01-19 17:47:26,3,0,Perdunok,SIBASA
2022-01-21 10:49:25,3,1,KinslayeR,Silaneo
2022-01-21 12:23:56,3,1,KinslayeR,Albus
2022-01-21 16:52:38,3,2,KinslayeR,chuvash
2021-12-09 21:47:17,2,1,chuvash,Senator
2021-12-09 21:47:17,2,1,chuvash,Senator
2022-01-16 23:14:20,4,1,PavelB,ILYXA
